title,artist,rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics,id
Doja,Central Cee,11,0.911,0.573,6,-7.43,1,0.288,0.38,0.0,0.403,0.972,140.04,97393,4,[Chorus] How can I be homophobic? My bitch is gay Hit man in the top try see a man topless even the stick is gay Huggin' my bruddas and say that I love them but I don't swing that way The mandem celebrate Eid the trap still runnin' on Christmas day [Verse] Somebody tell Doja Cat that I'm tryna indulge in that In my grey tracksuit see the bulge in that See the motion clap when you're throwin' it back (When you're throwin' it back) These females plannin' on doin' me wrong So I'm grabbin' a 'dom out the Trojan pack Post the location after we're gone Can't slip and let them know where we're at I don't know about you but I valuе my life (But I value my life) 'Causе imagine I die (Die) And I ain't made a hundred Ms yet There's so much things I ain't done yet Like fuckin' a flight attendant huh I don't party but I heard Cardi there so fuck it I might attend it Gotta kick back sometimes and wonder How life would've been if I never did take them risks and would have I prospered? Floatin' and I won't go under Been outta town for a month Absence made the love grow fonder UK rap or UK drill gotta mention my name if you talk 'bout the genre (Alright) [Chorus] Ho-ho-how can I be homophobic? (My bitch is gay) Hit man in the top try see a man topless even the stick is gay Huggin' my bruddas and say that I love them but I don't swing that way (Way) The mandem celebrate Eid the trap still runnin' on Christmas day Ho-ho-how can I be homophobic? My bitch is gay Hit man in the top try see a man topless even the stick is gay Huggin' my bruddas and say that I love them but I don't swing that way The mandem celebrate Eid the trap still runnin' on Christmas day,3LtpKP5abr2qqjunvjlX5i
Peur (feat. Ziak),Kerchak,12,0.715,0.836,11,-4.972,1,0.366,0.203,0.0,0.0288,0.777,160.015,190213,4,"[Paroles de ""Peur"" ft. Ziak] [Partie 1] [Intro : Ziak &  Kerchak ] Dead dead dead dead dead dead dead Eh-eh-eh K.E.R.C C'est le K c'est le Z Mmh-mmh Avec un peu d'confiance ça va l'faire Shiruken Music Yo eh gang Eh (Rah) [Couplet unique : Kerchak &  Ziak ] Le soleil s'lève en même temps que ma be-teu (Ma bite)  Aujourd'hui j'fais des bêtises (Ah ouais) J'lui parle pour qu'elle garde ma drogue elle m'dit : ""Kerchak t'es un bâtard""  (Oh-oh) J'fais des sous sales j'ai dеs soucis (Soucis) l'argent y a qu'ça qui m'adoucie (Ah ouais) Je sais cе que j'fais comment les choquer si c'est tendu j'appelle mes assassins (To-to-to-toh) Le bara j'connais le studio j'connais si Am' bi fara on va t'faire connaître (Ouais ouais ouais) Le couteau il est gaillard il fait la taille de Isaak Touré (Il fait la taille de Isaak Touré  Z c'est le Z ) C'est le K c'est le Z (Kerchak Ziak) les mecs que tu respectes  (Oh-oh)  se la mettent dans le ze-n (Rah) Va-va-va-va d'vant l'hazi pour la purple haze (Haze viens) Putain d'flocko lâche ma queue trouve-toi ton propre bail (Trouve-toi ton propre bail) Même quand c'est carré j'suis armé tout l'monde porte son propre Diable Bébé t'aurais mis des sous-vêtements si tu voulais vraiment qu'on parle (Oh-oh) Suite de tel-hô j'suis à la f'nêtre (Oh-oh) j'tire la langue j'fais ""non"" de la tête Le joint il prend feu j'ai mis trop d'niaks (J'charbonnais tu faisais la fête) T'as crié partout qu't'allais nous uer-t wesh t'avais même juré la Mecque (T'es un ouf) Chargé graissé tout c'qui faut j'l'ai pas acheté pour snapper avec  (Rah) [Refrain : Kerchak &  Ziak ] On rentre cagoulé dans l'appart' (L'appart') on prend tout c'qu'y a d'valeur (Valeur) Comme les condés on casse ta porte fils de pute j'fais ressentir la peur (Ouais ouais ouais) Cinq euros en plus pour les frères au hebs dix rép' en plus pour les frérots dead (Oh rah) Faudra pas streamer quand on s'ra dead dead (Faudra pas streamer) quand on s'ra dead  (Rah) On rentre cagoulé dans l'appart' (Bah ouais) on prend tout c'qu'y a d'valeur (Valeur) Comme les condés on casse ta porte (Po-poh) fils de pute j'fais ressentir la peur (Grr pah) Cinq-cinq euros en plus pour les frères au hebs dix rép' en plus pour les frérots dead Faudra pas streamer quand on s'ra dead dead (Kaboum) quand on s'ra dead",7IXQrRgmHxWYWitSlyFY7z
RAPPEL,Gazo,13,0.486,0.786,4,-6.468,0,0.209,0.441,4.46e-06,0.077,0.534,94.644,217947,3,"[Paroles de ""RAPPEL""] [Intro] D'aussi loin que j'me rappelle Hey hein hey Shiruken Music Hey [Refrain] D'aussi loin que j'me rappelle : ils ont rien fait pour oi-m Y a ceux qui voudraient ma tête y a ceux qui prient pour oi-m Tu voulais qu'j'sois plus méchant ? Tiens me voilà dans toi Aucune pitié on les grr en mode : bien fait pour toi D'aussi loin que j'me rappelle et j'sais plus comment ils s'appellent J'la veux plus la vue sur la mer mon négro je coffre pour quitter la Terre J'suis mêmе pas monté dans la bre-cham qu'elle еst d'jà prête pour oi-m Aucune pitié je la grr c'est bien fait pour toi [Post-refrain] J'me rappelle J'me rappelle (Sur eux j'pouvais pas compter je me rappelle) J'me rappelle J'me rappelle (Sur eux j'pouvais pas compter je me rappelle) J'me rappelle (La plupart) [Couplet 1] La plupart me prenaient pour un idiot j'savais qu'leur amitié était bidon J'me suis débrouillé sans dire : ""I need you"" j'ai fait bosser j'ai vendu du bédo Pour du seill-o j'ai fait des trucs bre-som j't'avoue qu'plus d'une fois j'allais y rester Mais nous suis pas si t'as peur de bé-tom si tu prends mes patins tu vas glisser Dès qu'on ramasse on construit au pays (Pays) faut des Glock et une bitch qui obéit ('béit) Dans mon salon j'veux un lion empaillé (Empaillé) baby come welcome to my home Dès qu'on ramasse on construit au pays faut des Glock et une bitch qui obéit Dans mon salon j'veux un lion empaillé baby come welcome to my home [Refrain] D'aussi loin que j'me rappelle : ils ont rien fait pour oi-m Y a ceux qui voudraient ma tête y a ceux qui prient pour oi-m Tu voulais qu'j'sois plus méchant ? Tiens me voilà dans toi Aucune pitié on les grr en mode : bien fait pour toi D'aussi loin que j'me rappelle et j'sais plus comment ils s'appellent J'la veux plus la vue sur la mer mon négro je coffre pour quitter la Terre J'suis même pas monté dans la bre-cham qu'elle est d'jà prête pour oi-m Aucune pitié je la grr c'est bien fait pour toi",48BdA5qBxXVoe59xvu0bwc
Un jour je marierai un ange,Pierre de Maere,14,0.544,0.578,7,-9.49,0,0.18,0.216,1.92e-06,0.0949,0.219,169.973,165558,4,[Refrain] Docteur un jour je marierai un ange On fera l'amour dans les nuages En priant pour que rien ne change Tu sais une histoire ancrée dans les âges Docteur un jour je marierai un ange On fera l'amour dans les nuages En priant pour que rien ne change [Couplet 1] Ici l'amour c'est beaucoup beaucoup trop superficiel On fait que te répéter un jour il tombera du ciel Et c'est toujours les mêmes discours De bellеs paroles bientôt vous serеz à court (non) [Pont] Aussitôt que le jour se lève Je m'en vais faire un tour et je rêve Que plus rien ne bouge sauf nos lèvres Je m'élève (eh) Aussitôt que le jour se lève Je m'en vais faire un tour et je rêve D'un amour n'existant pas Qui pourtant m'attristera [Refrain] Docteur un jour je marierai un ange On fera l'amour dans les nuages En priant pour que rien ne change Tu sais une histoire ancrée dans les âges Docteur un jour je marierai un ange On fera l'amour dans les nuages En priant pour que rien ne change ne change [Pont] Ici l'amour c'est beaucoup beaucoup trop conceptuel On fait que te répéter les hommes les femmes sont si cruels Et c'est jamais comme au cinéma Décidément on est moins beaux loin des caméras [Couplet 2] Aussitôt que le jour se lève Je m'en vais faire un tour et je rêve Que plus rien ne bouge sauf nos lèvres Je m'élève (eh) Aussitôt que le jour se lève Je m'en vais faire un tour et je rêve D'un amour n'existant pas Qui pourtant m'attristera,5EWPzyWm0b9McPS5Qyaijp
Pas bête,Beendo Z,15,0.734,0.532,7,-9.038,0,0.102,0.361,0.0,0.105,0.491,138.043,143526,4,"[Paroles de ""Pas bête""] [Intro] T'as vu Beendo il est pas bête hun Isma Isma Isma Beendo [Couplet unique] Pour écrire il m'faut d'l'inspi' pour voyager j'ai pas besoin d'un billet Pour voyager il m'faut un spliff j'suis pas l'Diable mais en Prada j'suis habillé Tu sais de mes mains j'suis habile on choisi pas sa famille gros Demande au fils de Nabilla j'fais du rap pour v'-esqui la famine gros J'te dis qu'ça va mais en vrai j'fais mine jamais satisfait comme une Femen Pas besoin d'aller en prison quand t'es pauvre t'es comme dans une cellule Quand t'as rien ça t'calcule as-p quand t'as ça ça t'calcule grave Numéro dix comme Kakuta la prod' j'vais la percuter La rue j'l'ai pas trompé mais j'veux la quitter j'veux l'élastique sur la kichta Check pas d'l'épaule je sais pas qui tu es ça s'trouve c'est toi qui veut m'tuer Ou ça s'trouve c'est toi qui va m'tirer d'un sacré bourbier sa mère Têtu comme Nasri Samir mais pétri d'talent sur l'terrain il s'amuse Pour donner des coups faut pas avoir peur d'en recevoir j'te dirais pas : ""Au revoir"" Ni : ""Adieu"" d'ailleurs toi t'iras en enfer j'le dis à haute voix Pour dépasser les autres j'ai dû changer de voie y a pas qu'les trans' qui peuvent changer de voix Pour naviguer j'ai dû changer de voile branles-toi en secret mais saches que Dieu te voit J'suis Parisien mais j'suis un peu Genevois je ne vois qu'des hypocrites dans la musique Et ça je me dois de l'écrire et de retranscrire tout ça par des jeux de voix J'vais plus en cours mais c'est envers ma famille que j'ai des devoirs J'vais pas l'répéter deux fois nan j'vais pas l'répéter deux fois Il m'reste deux joints j'vais péter deux feuilles Moi j'vais pas t'offrir de fleurs parce qu'elles sont vouées à faner J'ai pas envie que notre amour fasse pareil le shit fait ressortir c'que j'veux pas faire paraître Donc j'ai fini par être celui qu'j'voulais pas être hun T'as vu Beendo il est pas bête hun [Refrain] T'as-t'as vu Beendo il est pas bête hun j'fais du bénéf' sur une plaquette hun Sur le terrain c'est la Seleção j'touche plus de ballon que Paquetá (Paquetá) Elle est gée-char c'est un paquet hun Elle pensait m'la mettre elle est pas prête hun t'as vu Beendo il est pas bête hun T'as vu Beendo il est pas bête hun j'fais du bénéf' sur une plaquette hun Sur le terrain c'est la Seleção j'touche plus de ballon que Paquetá (Paquetá) Elle est gée-char c'est un paquet hun Elle pensait m'la mettre elle est pas prête hun t'as vu Beendo il est pas bête hun [Outro] Grr T'as vu Beendo il est pas bête hun Hun-hun hun-hun Seleção",3TVUW7bJJWDOonkVCZxfLV
Carolina,REDVOLUTION,16,0.791,0.904,11,-2.83,0,0.0956,0.384,0.00352,0.106,0.361,100.077,195459,4,"[Paroles de ""Carolina"" ft. Ninho] [Refrain] Carolina (Caro') j'suis pété saoul (J'suis pété saoul) Dehors j'suis drogue dealeur (Dehors c'est nous) J'ai quelques rendez-vous (Oh-oh-oh-oh) J'suis-j'suis trop ter-ter mais j'sais qu'elle m'aime à mort J'irais crosser tout l'monde pour qu'nos jours soient meilleurs (Grr) J'suis trop ter-ter je sais qu'elle m'aime à mort J'irais crosser tout l'monde pour qu'nos jours soient meilleurs [Couplet 1] VIP VIP VIP avec mes mauvais brothers (Brothers) Elles sont onze à vouloir boire mais bon j'les mets au beurre (Au bеurre) VIP VIP VIP avec mes mauvais brothеrs (Brothers) Elles sont onze à vouloir boire mais bon j'les mets au beurre (Au beurre) Touloum chicos j'parle avec les chicanos (Hum) Audi sur l'sol quand j'ouvre la porte du gamos (Hum) Touloum chicos j'parle avec les chicanos (Hum) Audi sur l'sol quand j'ouvre la porte du gamos (Hum) Grosse fesses dans l'booking j'marche avec El Mucho (Eh) une SACEM de baisé j'fais la guerre la noche Ça joue les milliardaires mais bon wari bana on peut faire les crèmes on peut aussi t'niquer ta race (Pah) Sur un contrôle j'finis menotté oh la la on a des gros casiers À tout moment on peut ber-tom on peut s'en aller (Hum) C'est toujours nous les gros méchants tah le fond d'l'allée hey hey hey [Pont] Carolina (Caro') J'suis été saoul Hey hey",3VzWEZ0gFsC3FxngfAPfvE
KOA,Booba,17,0.789,0.641,2,-5.402,1,0.124,0.156,0.143,0.162,0.319,125.016,187791,4,"[Paroles de ""KOA""] [Couplet 1] Leur seule victoire c'est ma chute chaque fois qu'j'suis tombé j'me suis relevé Température du cœur c'est froid ça descend en-d'ssous d'zéro degré Le code promo c'est ""TOC-TOC-TOC"" tout l'monde à plat ventre prie ton Dieu (Prie ton Dieu) ""De pire en pire"" chez nous ça veut dire : ""De mieux en mieux"" (De mieux en mieux) Dans ma tête y a d'la drogue des femmes c'est un cartel colombien (Cartel colombien) Si tu veux je te dépose dans les flammes c'est sur mon ch'min Tous les jours j'suis zehef j'allume un réglisse sur la route Puis Omar me sourit et là je me dis : ""J'ai fait fausse route"" (Fait fausse route) J'vais tout assumer j'suis v'nu en solo j'repars en solo J'aurai t'nu comme Mobutu (Let's go) Pirates soudés victoire assurée comme le R et Golozer Faudra aller au bout entre en guerre avec nous t'as touché l'gros lot [Refrain] Dans ma tête y a d'la drogue des femmes c'est un cartel colombien (Cartel colombien) Si tu veux je te dépose dans les flammes c'est sur mon ch'min Tous ces menteurs sont certifiés j'comprends plus rien (J'comprends plus rien) Pas eux les jefe plus j'connais les faits plus j'aime mon chien (Plus j'aime mon chien) Fin du monde sur un prélude de Bach c'était eux l'attentat (L'attentat) I am a legend outils dans l'sac mon malinois (Malinois) Ils diront que le déluge est là que l'Arche n'attend pas (N'attend pas) C'est même peut-être plus safe de rester avec moi (Avec moi) [Couplet 2] J'avance à grands pas cartons petits ponts et ma ganja (Et ma ganja) T'as fait ci t'as fait ça t'sais qu'non d'mande à Mansa Filtrée cropée folle j'veux que son cul pas son avis (Pas son avis) J'connais ni son prénom ni son 'phone que son IG (Que son IG) J'ai mon blouson en cuir mes principes Kopp of Anarchy (Of Anarchy) Il a aidé la France pendant la guerre c'est un harki (Un harki) Il les aidera encore un vaut rien comme bien mal acquis (Mal acquis) Coup d'boule en finale Zidane ma thérapie (Ma thérapie) T'es sixième Dan une balle et t'es parti (Et t'es parti) Non-binaire végétarienne est sa Barbie (Sa Barbie) Ils demandent le pardon demandent protection j'demande un glaive (J'demande un glaive) Tu rentres par une chatte tu sors par une chatte demande à Waze (Demande à Waze) [Refrain] Dans ma tête y a d'la drogue des femmes c'est un cartel colombien (Cartel colombien) Si tu veux je te dépose dans les flammes c'est sur mon ch'min Tous ces menteurs sont certifiés j'comprends plus rien (J'comprends plus rien) Pas eux les jefe plus j'connais les faits plus j'aime mon chien (Plus j'aime mon chien) Fin du monde sur un prélude de Bach c'était eux l'attentat (L'attentat) I am a legend outils dans l'sac mon malinois (Malinois) Ils diront que le déluge est là que l'Arche n'attend pas (N'attend pas) C'est même peut-être plus safe de rester avec moi (Avec moi)",0eo5HWCC0jd7z9YBKNmAy0
Mauvais ordre,Lomepal,18,0.764,0.43,4,-9.956,0,0.0594,0.767,0.0585,0.0843,0.426,143.992,219627,4,"[Paroles de ""Mauvais ordre""] [Refrain] Toujours bloqué dans la mauvaise zone c'est ma faute j’ai mis les bons mots dans le mauvais ordre J'ai encore tout emmêlé putain ça avait tellement l'air simple dans ma tête Tu me trouves étrange et le piège se referme Ne me demande pas d’être comme toi je sais pas le faire [Couplet 1] Pas de tapis chez moi que des mauvais textes raturés qui recouvrent le sol Pas de miroir pour me voir j'me sers un grand verre de rhum pur sur une goutte de soft J'ai un pouvoir comme Superman : ouais ouais j'suis super à l'aise quand j'suis super seul Cette fille pour moi elle est tout pour elle je suis personne et j'arrive pas à lui montrer [Refrain] Toujours bloqué dans la mauvaise zone c'est ma faute j’ai mis les bons mots dans le mauvais ordre J’ai encore tout emmêlé putain ça avait tellement l'air simple dans ma tête Tu me trouves étrange et le piège se referme Ne me demande pas d’être comme toi je sais pas le faire [Couplet 2] On parle la même langue mais on s'comprend jamais s'rait p't-être temps que j’admette que j'viens d'un autre monde J'en suis sûr pour une fois et si j'cherchais des signes j'finirais par en voir J'connais toutes vos manières vos différentes voix j'm'entraîne à vous ressembler en me déchirant l'foie Plus j'essaie d'être moi-même plus le courant foire j'ai peur de devenir l'image que je renvoie [Refrain] Toujours bloqué dans la mauvaise zone c'est ma faute j'ai mis les bons mots dans le mauvais ordre J'ai encore tout emmêlé putain ça avait tellement l'air simple dans ma tête Tu me trouves étrange et le piège se referme Ne me demande pas d'être comme toi je sais pas le faire",0H5JKQ7qQ5MBeRSZSieZsM
"DANÇARINA (feat. Nicky Jam, MC Pedrinho) - Remix",PEDRO SAMPAIO,19,0.763,0.669,9,-4.402,0,0.0651,0.156,0.0,0.0867,0.609,135.028,212000,4,[Couplet 1: Anitta] Quand je bouge mon corps je suis un talent Tu sais bien je descends oh je te frappe Quand je bouge mon corps je suis un talent Tu sais bien je descends oh je te frappe [Pré-Refrain: PEDRO SAMPAIO] Donnez-moi un verre parce que je vais juste commencer Donnez-moi un verre parce que je ne m'arrêterai pas ah [Refrain: Anitta  MC Pedrinho  &  Les deux ] Toutes les filles dansent jusqu'au sol faisant le mouvement de danse Anitta Quand tu regardes la piste de danse ce sont tous des  danseurs Ah ah-ah-ah ah-ah-ah  fou de danser Ah-ah-ah ah-ah-ah  fou de danser Ah-ah-ah ah-ah-ah  fou de danser Ah-ah-ah ah-ah-ah   eh [Couplet 2: Nicky Jam] Cette fille est au top C'est plein de désir qui ne finit jamais C'est de la provocation a montré ses griffes Elle n'est pas venue seule elle marche avec son amie Ils veulent que je prenne les deux ensemble et je prends les deux ensemble Elle a beaucoup de petites choses mais le meilleur ici c'est moi On dit qu'au Brésil les cassés l'appellent favela Elle paye pour de vrai mais ce soir elle rentre à la maison et se dévoile Ce soir ce soir elle vient dure danse jusqu'au sol pleine de malice Aujourd'hui je vais l'emmener dans un jet à São Paulo na-na-na Ce soir elle vient dure danse jusqu'au sol pleine de malice Je vais l'emmener dans un jet ah [Couplet 3: Dadju] Chérie défais tes valises on a quitté le bendo Personne ne m'a vu venir non j'suis monté crescendo Le point commun de mes ennemis c'est la vue sur mon dos Numéro un au Brésil comme Neymar ou Ronaldo​ [Pré-Refrain: PEDRO SAMPAIO] Donnez-moi un verre parce que je vais juste commencer Donnez-moi un verre parce que je ne m'arrêterai pas ah [Refrain: Anitta  MC Pedrinho  &  Les deux ] Toutes les filles dansent jusqu'au sol faisant le mouvement de danse Anitta Quand tu regardes la piste de danse ce sont tous des  danseurs Ah ah-ah-ah ah-ah  fou de danser Ah-ah-ah ah-ah-ah  fou de danser Ah-ah-ah ah-ah-ah  fou de danser Ah-ah-ah ah-ah-ah  ( Joue-le joue-le haut ),5QQKWOwPjG9vcDBTQ5Hv5Q
J'ai tout su,Jul,20,0.786,0.757,9,-4.889,0,0.106,0.0978,0.00106,0.131,0.898,175.903,189867,4,"[Paroles de ""J'ai tout su""] [Refrain] Ils ont fait les bâtards et moi j'ai tout vu Ils ont voulu ma part et moi j'ai tout su En c'moment j'ai l'cafard ouais j'suis déçu Désormais j'serais moins bavard ils sont foutus [Couplet 1] En c'moment c'est Findus la police ils enquêtent Fais pas d'boulettes dans l'urus elle coûte cher la banquette Et c'qu'ont fait les salopes t'inquiète j'les ai en tête Ici si on t'rend un service c'est qu'au fond on t'endette La gadji elle fume du shit elle a tout caché dans la chatte Et ça vend du hashish en masqué sur Snapchat J'ai passé l'âge de rouler avec un Glock dans la loc' C'est toi qui a la haine pourquoi tu fais des poussettes aux autres ? Dans la Lamborghini j'suis habillé comme au maqui' Ça fait quelques jours j'ai pas fait chauffer l'Kawazaki Ça part en I à six du mat' demande à Patalaki Arrête d'la faire l’vicieux poto tu crois qu'tu vas la faire à qui ? Pour des sous ou pour des femmes ça fait chanter le AK Recherché ça zone avec  un pare-balles sous la parka Tu veux plus qu'on s'parle? Fais ta vie j'fais la mienne et basta Pour toutes les prisons des Beaumettes d'Ajaccio à Bastia [Pont] Faut pas déconner  moi j'ai fait que donner ça m'a fait qu'des manières Est-ce que t'y as d'jà pensé à qui va téléphoner s'il t'arrive des galères ? Faut pas déconner  moi j'ai fait que donner ça m'a fait qu'des manières Est-ce que toi t'as pensé à qui va téléphoner s'il t'arrive des galères ? [Refrain] Ils ont fait les bâtards et moi j'ai tout vu Ils ont voulu ma part et moi j'ai tout su En c'moment j'ai l'cafard ouais j'suis déçu Désormais j'serais moins bavard ils sont foutus [Couplet 2] Moi j'fais pas la star j'me la pète pas  tu connais l'OVNI Et j'm'en bats les couilles de remporter leur cérémonie J'me sens pisté All Eyes On Me Le santcho quand il fume trop il a sa tête elle jaunit Pourront pas me doubler gros par ans j'fais trop d'albums Poto j'ai trop d'avance comme ceux qu'on niquer le carbone On reste humble joue pas l'numéro uno dans la zone Je t'aime je te fais un bisou sur l'front mi Corazon J'ai rêvé que j'étais en bandite sur le jarret Que je parlais avec des gens qui étaient partis J'ai fait un cauchemar où Tchikita elle se barrait Alors que je l'aime et que je m'en fous des gadjis J'ai traversé les tempêtes et les ras de marées J'ai souffert dans ma vie si je vous l'ai pas dit Et pardonnez-moi si je me suis égaré J'ai souffert dans ma vie si je vous l'ai pas dit",3fgEIHsl6ecyAK1rpAxBIY
As It Was,Harry Styles,21,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4,"[Intro] Come on Harry we wanna say goodnight to you [Verse 1] Holdin' me back Gravity's holdin' me back I want you to hold out the palm of your hand Why don't we leave it at that? Nothin' to say When everything gets in the way Seems you cannot be replaced And I'm the one who will stay oh-oh-oh [Chorus] In this world it's just us You know it's not the same as it was In this world it's just us You know it's not the same as it was As it was as it was You know it's not the same [Verse 2] Answer the phone ""Harry you're no good alone Why are you sitting at home on the floor? What kind of pills are you on?"" Ringin' the bell And nobody's coming to help Your daddy lives by himself He just wants to know that you're well oh-oh-oh [Chorus] In this world it's just us You know it's not the same as it was In this world it's just us You know it's not the same as it was As it was as it was You know it's not the same",4Dvkj6JhhA12EX05fT7y2e
Under The Influence,Chris Brown,22,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613,4,"[Intro] Kido Kido Kido on the beat better run it back [Verse 1] Fuckin'  Robitussin I don't know why this shit got me lazy right now yeah Can't do Percocets or Molly (Molly) I'm turnin' one tryna live it up here right right right [Pre-Chorus] Baby you can Ride it ooh yeah Bring it over to my place And you be like ""Baby who cares?"" But I know you care Bring it over to my place [Chorus] You don't know what you did did to me Your body lightweight speaks to me I don't know what you did did to me Your body lightweight speaks to me [Bridge] Yeah Yeah [Verse 2] I can make it hurricane on it Hunnid bands make it rain on it Tie it up put a chain on it Make you tattoo my name on it oh Make you cry like a baby yeah Let's GoPro and make a video yeah Make you cry like a baby yeah Let's GoPro and make a video Oh yeah yeah yeah yeah [Pre-Chorus] Baby you can Ride it ooh yeah Bring it over to my place And you be like ""Baby who cares?"" But I know you care Bring it over to my place",5IgjP7X4th6nMNDh4akUHb
À peu près,Lomepal,23,0.739,0.682,10,-6.811,1,0.0561,0.089,0.000259,0.526,0.638,129.983,204760,4,"[Paroles de ""À peu près""] [Couplet 1] Elle m'a menti pour m'protéger J'suis un glouton j'ai tout mangé Oh ça y est ça fait deux mois J'suis plus qu'une moitié j'suis plus que moi Et me voilà à parler à une photo de nous sur le quai Elle a l'air si gaie comment deviner ce qui l'animait ? Ce qui l'a fait quitter la fête [Refrain] Rien qu'une petite entaille Évidemment que je vais pas die J'suis à peu près sûr d'être à peu près quelqu'un de solide P'tite entaille Si Dieu vеut je vais pas die J'suis à peu près sûr d'êtrе à peu près quelqu'un de  solide Solide  eh [Couplet 2] À quoi tu penses ? Qu'est-ce tu bricoles ? Mmh tennis je parie qu'tu colles Que ton service te rend folle Ce soir je r'verrai ton match avec un peu d'alcool D'ailleurs j'ai prévu de pas dépasser ma moitié du lit Juste au cas où tu voudrais revenir cette nuit J'te demanderais même pas de raison J'veux juste qu'on fasse comme si t'avais pas quitté la maison Y a deux saisons mais c'est rien [Pont] Qu'une petite entaille J'suis à peu près sûr d'être à peu près quelqu'un de solide Solide eh [Refrain] Rien qu'une petite entaille Évidemment que je vais pas die J'suis à peu près sûr d'être à peu près quelqu'un de solide P'tite entaille Si Dieu veut je vais pas die J'suis à peu près sûr d'être à peu près quelqu'un de solide Solide eh",4VpmtsVKIRfNlmrtaEnrQi
Gasolina (feat. Rsko),Tiakola,24,0.684,0.493,6,-7.946,0,0.124,0.517,0.0,0.0672,0.501,119.087,183053,4,"[Paroles de ""Gasolina"" ft. Rsko] [Intro : Tiakola] Shiruken Music C'est ma gasolina y a mes gars solides là Elle veut rentrer dans ma tête [Refrain : Rsko &  Tiakola ] C'est ma gasolina y a mes gars solides là Elle veut rentrer dans ma tête mais j'veux pas cantiner C'est ma gasolina y a mes gars solides là Elle veut rentrer dans ma tête mais j'veux pas cantiner [Post-refrain : Rsko &  Tiakola ] 11.43 j'fais les tes-comp les ennemis me font pas peur Le four ouvre à midi j'ai des outils dans l'jean La vengeance veut prendre le dessus j'coffre ça dans l'congélateur Elle m'attire des ennuis c'est la rue c'est comme ça [Couplet 1 : Tiakola] Ça casse à six heures pas à sept quatre sorties de pot j'suis dans l'seize Faut mettre les dièses avant l'zéro-sept  c'est qui les opp's ? Qui veut s'faire crosser ? Gasolina veut sac Hermès les potes les proches veulent gratte une pièce Donne-moi le brassard donne-moi l'siete  neuf millimètres et tu fais une sieste [Pont : Tiakola] Les écoutes au bigo (Bigo) faut rester dans l'anonymat ('nymat) Gasolina atteint un niveau (Niveau) ceux qui friment le plus sont les plus pauvres (Plus pauvres) Et contrôle ta libido ('bido) guet-apens au tél' par petite go Couleur qui brille sur nos petits doigts (C'est mes gars solides là) J'peux t'la ramener sur un autre niveau (C'est ma Gasolina) [Refrain : Rsko &  Tiakola ] C'est ma gasolina y a mes gars solides là Elle veut rentrer dans ma tête mais j'veux pas cantiner C'est ma gasolina y a mes gars solides là Elle veut rentrer dans ma tête mais j'veux pas cantiner [Post-refrain : Rsko &  Tiakola ] 11.43 j'fais les tes-comp les ennemis me font pas peur Le four ouvre à midi j'ai des outils dans l'jean La vengeance veut prendre le dessus j'coffre ça dans l'congélateur Elle m'attire des ennuis c'est la rue c'est comme ça",6kwmp0U8M1tPvgPHqvbwsr
Lola,RK,25,0.683,0.689,4,-5.62,1,0.183,0.117,0.0,0.0688,0.413,73.039,146133,4,"[Paroles de ""Lola""] [Intro] Yeah-yeah-yeah yeah-yeah-yeah yeah-yeah-yeah Yeah-yeah-yeah-yeah-yeah Oh-oh baby [Pré-refrain] J'suis pas trop concentré j't'ai vu j'suis resté scotché Tous mes gars sont là j'ai bédave toute la noche La seule chose qui m'retient c'est ma vie tout mon quartier (Baby) Sentiments ça coûte cher donc je préfère m'écarter (Oh-oh) [Refrain] Y a la BAC qui tourne tout l'monde qui court j'fais rentrer papel dollars J'te rappellerai peut-être à l'occas' j'ai deux-trois trucs à faire ma Lola Ils sont remplis d'vices les calcule pas ils s'inventent des vies on te connaît pas On s'demande t'es qui on t'a vu dans l'coin mais tu nous évites ma Lola [Post-refrain] J'sais pas qui t'auras sûrement pas les mecs comme moi Ceux qui pensent qu'à liquider bonbonnes de cocaïna T'es ma Lola j'en connais pas deux comme toi Mais vu qu'la zone est minée tu vois pas mon vrai visage (Ouais ouais ouais) [Couplet unique] Ouh brr j'suis dans la 'ghini-ni (Ouh-ouh) j'recompte le papel le cœur abîmé J'ai j'ai l'doigt sur les palettes encore un délit J'suis pas bête j'connais les affaires moi c'est mon cartel qui m'embellit Baby j'suis toujours en bas j'suis très loin d'ces mecs comme toi (Oh-oh baby) J'te mens pas en c'moment y a des sales histoires et ça devient salissant Juste un signe de vie j'ai pas b'soin d'toi juste un signe de vie Moi c'est pas qu'j'veux pas mais plutôt j'hésite j'ai les idées noires dans mon cœur baby (Oh-oh baby) [Pré-refrain] J'suis pas trop concentré j't'ai vu j'suis resté scotché (Baby) Tous mes gars sont là j'ai bédave toute la noche (Oh-oh baby) La seule chose qui m'retient c'est ma vie tout mon quartier (Baby) Sentiments ça coûte cher donc je préfère m'écarter (Oh-oh baby)",43vjYTKZg8R5LsuITJ4wVu
